ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
6/26/2022,948,216,19,3,0,3.59999990463257,0.280000001192093,0.209999993443489
6/27/2022,597,253,10,0,0,5.46999979019165,0.360000014305115,0
6/28/2022,909,328,0,0,0,5.59000015258789,0,0
6/29/2022,898,191,13,7,0,3.63000011444092,0.370000004768372,0.270000010728836
6/30/2022,695,257,80,22,0,3.23000001907349,1.53999996185303,1.01999998092651
7/1/2022,917,338,19,3,0,5.3899998664856,0.8299999833107,0.200000002980232
7/2/2022,933,352,43,3,0,5.71000003814697,0.800000011920929,0.140000000596046
7/3/2022,890,156,14,5,0,2.55999994277954,0.330000013113022,0.200000002980232
7/4/2022,920,267,0,0,0,4.34999990463257,0,0
7/5/2022,668,262,7,1,0,4.13000011444092,0.340000003576279,0.079999998211861
7/6/2022,1106,279,34,21,0,4.34999990463257,1.4099999666214,1.60000002384186
7/7/2022,1008,277,10,5,0,5.55999994277954,0.46000000834465,0.360000014305115
7/8/2022,1291,117,29,3,0,1.05999994277954,1.4099999666214,0.219999998807907
7/9/2022,1050,329,27,34,0,5.28999996185303,0.990000009536743,2.47000002861023
7/10/2022,1440,0,0,0,0,0,0,0
7/11/2022,908,427,31,74,0,4.28000020980835,0.879999995231628,6.28000020980835
7/12/2022,617,305,8,2,0,4.82000017166138,0.100000001490116,0
7/13/2022,659,146,62,89,0,1.26999998092651,1.20000004768372,6.73999977111816
7/14/2022,717,310,21,9,0,3.75999999046326,0.540000021457672,0
7/15/2022,1189,151,22,78,0,1.4099999666214,0.839999973773956,6.23999977111816
7/16/2022,841,244,61,17,0,3.07999992370605,1.27999997138977,0.589999973773956
7/17/2022,1154,254,16,16,0,3.61999988555908,0.469999998807907,1.33000004291534
7/18/2022,1,178,13,37,0,3.16000008583069,0.639999985694885,2.63000011444092
7/19/2022,915,12,0,0,0,0.070000000298023,0,0
7/20/2022,1440,0,0,0,0,0,0,0
